log_location,booked_location,log_plate_no,booked_plate_no,gps_received,arrival,trip_number,group_names,time_difference,duration
SUPERVALUE - MONUMENTO DEPOT,NA,NBT 2297,NA,2021-01-04T14:27:14Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
SUPER SM - MONUMENTO DEPOT,NA,NBT 2297,NA,2021-01-04T14:27:14Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
SUPER SM - VALENZUELA,NA,NBT 2297,NA,2021-01-04T14:27:14Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
SANFORD MARKETING - MONUMENTO DEPOT,NA,NBT 2297,NA,2021-01-04T14:27:14Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
8420 South Mega DC,NA,NA,NA,2021-01-04T14:28:17Z,NA,NA,DHL,NA,NA
8420 South Mega DC,8420 South Mega DC,AAQ 9801,AAQ 9801,2021-01-04T14:28:29Z,2020-12-30T05:49:22Z,7300239938,"DHL,Boyemma Trading",5d 8H 39M 7S,463147s (~5.36 days)
8050 BCFG Pampanga,NA,ULQ107,NA,2021-01-04T14:29:31Z,NA,NA,"DHL,DHL,AJ and RD Hauling Service",NA,NA
8410 North Mega DC,NA,ULQ107,NA,2021-01-04T14:29:31Z,NA,NA,"DHL,DHL,AJ and RD Hauling Service",NA,NA
8050 BCFG Pampanga,NA,ULQ107,NA,2021-01-04T14:33:24Z,NA,NA,"DHL,DHL,AJ and RD Hauling Service",NA,NA
8410 North Mega DC,NA,ULQ107,NA,2021-01-04T14:33:24Z,NA,NA,"DHL,DHL,AJ and RD Hauling Service",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,CAM 5128,CAM 5128,2021-01-04T14:34:46Z,2021-01-04T19:07:01Z,7300245219,"DHL,Express 23 Trucking",-4H -32M -15S,-16335s (~-4.54 hours)
8174 BCFG DC Pinagbuhatan,NA,FXK869,NA,2021-01-04T14:36:15Z,NA,NA,"DHL,Leavil Trucking",NA,NA
8060 BCFG Tarlac,8060 BCFG Tarlac,NBE 6286,NBE 6286,2021-01-04T14:40:22Z,2021-01-04T12:55:49Z,7300243679,"DHL,Van Van Trucking and Construction Supply",1H 44M 33S,6273s (~1.74 hours)
8420 South Mega DC,NA,RKC 132,NA,2021-01-04T14:40:41Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8160 BCFG Binan,NA,NCK6816,NA,2021-01-04T14:43:24Z,NA,NA,"DHL,Gods Favor",NA,NA
PHILIPPINE SEVEN - PASIG,NA,CCO5374,NA,2021-01-04T14:43:35Z,NA,NA,"DHL,Gods Favor",NA,NA
PHILIPPINE SEVEN - PASIG,NA,ACJ0705,NA,2021-01-04T14:43:56Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8174 BCFG DC Pinagbuhatan,NA,UYB711,NA,2021-01-04T14:44:02Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AMA2341,AMA2341,2021-01-04T14:44:14Z,2020-12-28T18:32:00Z,7300240576,"DHL,Gods Favor",6d 20H 12M 14S,591134s (~6.84 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AMA2341,AMA2341,2021-01-04T14:44:14Z,2021-01-04T09:00:00Z,7300245114,"DHL,Gods Favor",5H 44M 14S,20654s (~5.74 hours)
8174 BCFG DC Pinagbuhatan,NA,UYB853,NA,2021-01-04T14:44:20Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8420 South Mega DC,NA,ACK1764,NA,2021-01-04T14:44:24Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T14:44:35Z,2020-12-29T16:18:44Z,7300240014,"DHL,RGE Transport",5d 22H 25M 51S,512751s (~5.93 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T14:44:35Z,2020-12-30T06:56:04Z,7300241713,"DHL,RGE Transport",5d 7H 48M 31S,460111s (~5.33 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T14:44:35Z,2021-01-06T14:25:41Z,7300243938,"DHL,RGE Transport",-1d -23H -41M -6S,-171666s (~-1.99 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T14:44:35Z,2021-01-05T23:01:00Z,7300243940,"DHL,RGE Transport",-1d -8H -16M -25S,-116185s (~-1.34 days)
8174 BCFG DC Pinagbuhatan,NA,UGB 720,NA,2021-01-04T14:44:49Z,NA,NA,"DHL,Molave Trading",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,RJC144,RJC144,2021-01-04T14:45:02Z,2021-01-05T19:56:24Z,7300245055,"DHL,Green Line Trucking",-1d -5H -11M -22S,-105082s (~-1.22 days)
8350 ELISCO EXPORT,8350 ELISCO EXPORT,NAW4816,NAW4816,2021-01-04T14:45:14Z,2021-01-04T09:00:00Z,7300244776,"DHL,Gods Favor",5H 45M 14S,20714s (~5.75 hours)
SUPER SM - FRONTERA TIENDESITAS,NA,NFZ3893,NA,2021-01-04T14:45:32Z,NA,NA,"DHL,BICMAN Transport Service,Nestle",NA,NA
PHILIPPINE SEVEN - PASIG,NA,RLG 415,NA,2021-01-04T14:47:30Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8420 South Mega DC,NA,RHU 819,NA,2021-01-04T14:48:47Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8330 BCFG GMA MEGA DC,NA,AUA1760,NA,2021-01-04T14:51:05Z,NA,NA,DHL,NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,ACO 2549,ACO 2549,2021-01-04T14:53:21Z,2021-01-04T20:56:06Z,7300245229,"DHL,Boyemma Trading",-6H -2M -45S,-21765s (~-6.05 hours)
8420 South Mega DC,8420 South Mega DC,RES 658,RES 658,2021-01-04T14:53:34Z,2020-12-30T03:10:00Z,7300240795,"DHL,Iron Horse",5d 11H 43M 34S,474214s (~5.49 days)
8420 South Mega DC,8420 South Mega DC,RES 658,RES 658,2021-01-04T14:53:34Z,2021-01-05T01:09:02Z,7300244948,"DHL,Iron Horse",-10H -15M -28S,-36928s (~-10.26 hours)
8420 South Mega DC,NA,CAJ7349,NA,2021-01-04T14:54:44Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AFA6594,AFA6594,2021-01-04T14:54:54Z,2020-12-29T03:38:00Z,7300239879,"DHL,Gods Favor",6d 11H 16M 54S,559014s (~6.47 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AFA6594,AFA6594,2021-01-04T14:54:54Z,2020-12-29T03:40:00Z,7300239880,"DHL,Gods Favor",6d 11H 14M 54S,558894s (~6.47 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AFA6594,AFA6594,2021-01-04T14:54:54Z,2020-12-31T03:47:00Z,7300244071,"DHL,Gods Favor",4d 11H 7M 54S,385674s (~4.46 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,GFE0054,GFE0054,2021-01-04T14:55:30Z,2020-12-17T09:00:00Z,7300241654,"DHL,Gods Favor",18d 5H 55M 30S,1576530s (~2.61 weeks)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AAQ7737,AAQ7737,2021-01-04T14:55:35Z,2020-12-29T09:00:00Z,7300240785,DHL,6d 5H 55M 35S,539735s (~6.25 days)
8420 South Mega DC,8420 South Mega DC,CAP 7472,CAP 7472,2021-01-04T14:55:50Z,2020-12-30T09:55:46Z,7300240747,"DHL,Iron Horse",5d 5H 0M 4S,450004s (~5.21 days)
8420 South Mega DC,8420 South Mega DC,CAP 7472,CAP 7472,2021-01-04T14:55:50Z,2020-12-30T03:12:00Z,7300240797,"DHL,Iron Horse",5d 11H 43M 50S,474230s (~5.49 days)
8420 South Mega DC,8420 South Mega DC,CAP 7472,CAP 7472,2021-01-04T14:55:50Z,2021-01-05T01:43:02Z,7300244951,"DHL,Iron Horse",-10H -47M -12S,-38832s (~-10.79 hours)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,ABD6095,ABD6095,2021-01-04T14:57:49Z,2021-01-04T14:57:43Z,7300242692,"DHL,Redex Sales & Logistics, Inc.",6S,6s
8330 BCFG GMA MEGA DC,NA,BYM8503,NA,2021-01-04T14:58:40Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8070 BCFG Calamba,NA,RKC 132,NA,2021-01-04T14:59:08Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8420 South Mega DC,8420 South Mega DC,UYE 689,UYE 689,2021-01-04T15:00:21Z,2020-12-30T05:01:13Z,7300238150,"DHL,DHL,Boyemma Trading",5d 9H 59M 8S,467948s (~5.42 days)
8420 South Mega DC,8420 South Mega DC,UYE 689,UYE 689,2021-01-04T15:00:21Z,2020-12-30T04:48:00Z,7300241690,"DHL,DHL,Boyemma Trading",5d 10H 12M 21S,468741s (~5.43 days)
"PG LAWSON COMPANY, INC. - PASIG",NA,AFA6594,NA,2021-01-04T15:01:12Z,NA,NA,"DHL,Gods Favor",NA,NA
Pure Logistics Express Inc.,NA,UVM340,NA,2021-01-04T15:01:47Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
ROBINSONS CONVENIENCE STORE- JENTEC,NA,NDP9397,NA,2021-01-04T15:02:03Z,NA,NA,"DHL,Connected Freight",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AWA2863,AWA2863,2021-01-04T15:02:06Z,2020-12-28T03:28:00Z,7300237784,"DHL,Gods Favor",7d 11H 34M 6S,646446s (~1.07 weeks)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AWA2863,AWA2863,2021-01-04T15:02:06Z,2020-12-28T03:29:00Z,7300237815,"DHL,Gods Favor",7d 11H 33M 6S,646386s (~1.07 weeks)
8330 BCFG GMA MEGA DC,NA,AAT 2336,NA,2021-01-04T15:03:06Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:03:22Z,2020-12-28T23:01:00Z,7300239957,"DHL,Gods Favor",6d 16H 2M 22S,576142s (~6.67 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:03:22Z,2020-12-28T23:01:00Z,7300240004,"DHL,Gods Favor",6d 16H 2M 22S,576142s (~6.67 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:03:22Z,2020-12-30T04:39:27Z,7300241621,"DHL,Gods Favor",5d 10H 23M 55S,469435s (~5.43 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:03:22Z,2021-01-04T09:00:00Z,7300245103,"DHL,Gods Favor",6H 3M 22S,21802s (~6.06 hours)
8330 BCFG GMA MEGA DC,NA,APA 4899,NA,2021-01-04T15:03:53Z,NA,NA,"DHL,Upright Carrier",NA,NA
8174 BCFG DC Pinagbuhatan,NA,NBT 2297,NA,2021-01-04T15:04:20Z,NA,NA,"DHL,DHL,EJE Trucking",NA,NA
ROBINSONS CONVENIENCE STORE- JENTEC,NA,NDP9397,NA,2021-01-04T15:04:24Z,NA,NA,"DHL,Connected Freight",NA,NA
"PG LAWSON COMPANY, INC. - PASIG",NA,AFA6594,NA,2021-01-04T15:06:08Z,NA,NA,"DHL,Gods Favor",NA,NA
8330 BCFG GMA MEGA DC,NA,GTY0500,NA,2021-01-04T15:07:17Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8080 BCFG Canlubang,NA,CAL7887,NA,2021-01-04T15:08:20Z,NA,NA,"DHL,Truckmans Enterprises Inc",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,PNP 905,PNP 905,2021-01-04T15:08:53Z,2021-01-04T13:42:19Z,7300241950,"DHL,Kilometrico Inc.",1H 26M 34S,5194s (~1.44 hours)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,PNP 905,PNP 905,2021-01-04T15:08:53Z,2021-01-03T06:47:00Z,7300242323,"DHL,Kilometrico Inc.",1d 8H 21M 53S,116513s (~1.35 days)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,PNP 905,PNP 905,2021-01-04T15:08:53Z,2021-01-03T06:41:00Z,7300242684,"DHL,Kilometrico Inc.",1d 8H 27M 53S,116873s (~1.35 days)
8050 BCFG Pampanga,NA,SPC 9041,NA,2021-01-04T15:09:18Z,NA,NA,"DHL,SPC Trucking",NA,NA
8410 North Mega DC,NA,SPC 9041,NA,2021-01-04T15:09:18Z,NA,NA,"DHL,SPC Trucking",NA,NA
PHILIPPINE SEVEN - PASIG,NA,CAP 7471,NA,2021-01-04T15:09:55Z,NA,NA,"DHL,Iron Horse",NA,NA
PHILIPPINE SEVEN - PASIG,NA,ACJ0705,NA,2021-01-04T15:10:12Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
PUREGOLD PRICE CLUB - BINAN,NA,UVU213,NA,2021-01-04T15:10:19Z,NA,NA,"DHL,Genecorz Enterprises",NA,NA
PUREGOLD PRICE CLUB - BINAN(SUNSHIN,NA,UVU213,NA,2021-01-04T15:10:19Z,NA,NA,"DHL,Genecorz Enterprises",NA,NA
PHILIPPINE SEVEN - PASIG,NA,RLG 415,NA,2021-01-04T15:10:22Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,RLV943,RLV943,2021-01-04T15:10:25Z,2021-01-04T15:08:22Z,7300244879,"DHL,Green Line Trucking",2M 3S,123s (~2.05 minutes)
PUREGOLD PRICE CLUB - MERCEDES,NA,PNP 905,NA,2021-01-04T15:11:04Z,NA,NA,"DHL,Kilometrico Inc.",NA,NA
"EVER PLUS SUPERSTORE, INC.-CAINTA",NA,AEC9382,NA,2021-01-04T15:11:41Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8050 BCFG Pampanga,NA,SPC 9041,NA,2021-01-04T15:12:21Z,NA,NA,"DHL,SPC Trucking",NA,NA
8410 North Mega DC,NA,SPC 9041,NA,2021-01-04T15:12:21Z,NA,NA,"DHL,SPC Trucking",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,ABK1479,ABK1479,2021-01-04T15:12:36Z,2020-12-26T09:00:00Z,7300239875,DHL,9d 6H 12M 36S,799956s (~1.32 weeks)
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,ABK1479,ABK1479,2021-01-04T15:12:36Z,2020-12-29T09:00:00Z,7300240776,DHL,6d 6H 12M 36S,540756s (~6.26 days)
PUREGOLD PRICE CLUB - BINAN(SUNSHIN,NA,UVU213,NA,2021-01-04T15:12:41Z,NA,NA,"DHL,Genecorz Enterprises",NA,NA
PUREGOLD PRICE CLUB - BINAN,NA,UVU213,NA,2021-01-04T15:12:41Z,NA,NA,"DHL,Genecorz Enterprises",NA,NA
PHILIPPINE SEVEN - PASIG,NA,CAP 7471,NA,2021-01-04T15:14:14Z,NA,NA,"DHL,Iron Horse",NA,NA
PHILIPPINE SEVEN - PASIG,NA,CCO5374,NA,2021-01-04T15:14:52Z,NA,NA,"DHL,Gods Favor",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:15:06Z,2020-12-28T23:01:00Z,7300239957,"DHL,Gods Favor",6d 16H 14M 6S,576846s (~6.68 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:15:06Z,2020-12-28T23:01:00Z,7300240004,"DHL,Gods Favor",6d 16H 14M 6S,576846s (~6.68 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:15:06Z,2020-12-30T04:39:27Z,7300241621,"DHL,Gods Favor",5d 10H 35M 39S,470139s (~5.44 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCN2589,CCN2589,2021-01-04T15:15:06Z,2021-01-04T09:00:00Z,7300245103,"DHL,Gods Favor",6H 15M 6S,22506s (~6.25 hours)
Chowking - Jentec,NA,UVL598,NA,2021-01-04T15:16:40Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
"EVER PLUS SUPERSTORE, INC.-CAINTA",NA,AEC9382,NA,2021-01-04T15:16:44Z,NA,NA,"DHL,Unizone Logistics Services, Inc",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCO6660,CCO6660,2021-01-04T15:17:08Z,2020-12-28T18:31:00Z,7300240574,"DHL,Gods Favor",6d 20H 46M 8S,593168s (~6.87 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCO6660,CCO6660,2021-01-04T15:17:08Z,2020-12-29T23:01:00Z,7300241619,"DHL,Gods Favor",5d 16H 16M 8S,490568s (~5.68 days)
PHILIPPINE SEVEN - PASIG,NA,CCO5374,NA,2021-01-04T15:17:46Z,NA,NA,"DHL,Gods Favor",NA,NA
8174 BCFG DC Pinagbuhatan,NA,UVV389,NA,2021-01-04T15:19:10Z,NA,NA,"DHL,RGE Transport",NA,NA
8420 South Mega DC,NA,CAJ 8792,NA,2021-01-04T15:19:34Z,NA,NA,"DHL,JGPG Trucking Services",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NBL 6477,NBL 6477,2021-01-04T15:19:41Z,2021-01-04T15:19:40Z,7300243974,"DHL,Upright Carrier",1S,1s
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,NAK1897,NAK1897,2021-01-04T15:20:14Z,2021-01-04T01:53:00Z,7300243828,"DHL,Gods Favor",13H 27M 14S,48434s (~13.45 hours)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCO6660,CCO6660,2021-01-04T15:21:02Z,2020-12-28T18:31:00Z,7300240574,"DHL,Gods Favor",6d 20H 50M 2S,593402s (~6.87 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCO6660,CCO6660,2021-01-04T15:21:02Z,2020-12-29T23:01:00Z,7300241619,"DHL,Gods Favor",5d 16H 20M 2S,490802s (~5.68 days)
8070 BCFG Calamba,NA,NLQ 761,NA,2021-01-04T15:22:07Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
PHILIPPINE SEVEN - PASIG,NA,CCO5374,NA,2021-01-04T15:22:43Z,NA,NA,"DHL,Gods Favor",NA,NA
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T15:22:46Z,2020-12-29T16:18:44Z,7300240014,"DHL,RGE Transport",5d 23H 4M 2S,515042s (~5.96 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T15:22:46Z,2020-12-30T06:56:04Z,7300241713,"DHL,RGE Transport",5d 8H 26M 42S,462402s (~5.35 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T15:22:46Z,2021-01-06T14:25:41Z,7300243938,"DHL,RGE Transport",-1d -23H -2M -55S,-169375s (~-1.96 days)
8030 BCFG Bagong Ilog,8030 BCFG Bagong Ilog,UVV628,UVV628,2021-01-04T15:22:46Z,2021-01-05T23:01:00Z,7300243940,"DHL,RGE Transport",-1d -7H -38M -14S,-113894s (~-1.32 days)
NA,NA,RLG 593,NA,2021-01-04T15:24:45Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8420 South Mega DC,NA,RLG 593,NA,2021-01-04T15:24:45Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8330 BCFG GMA MEGA DC,NA,JAG 5998,NA,2021-01-04T15:25:53Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8050 BCFG Pampanga,NA,CAO 6789,NA,2021-01-04T15:27:50Z,NA,NA,"DHL,DHL,Barjas Trucking",NA,NA
8410 North Mega DC,NA,CAO 6789,NA,2021-01-04T15:27:50Z,NA,NA,"DHL,DHL,Barjas Trucking",NA,NA
8420 South Mega DC,NA,ACN 5598,NA,2021-01-04T15:28:51Z,NA,NA,"DHL,Bulldog Trucking Service",NA,NA
8050 BCFG Pampanga,NA,CAO 6789,NA,2021-01-04T15:30:06Z,NA,NA,"DHL,DHL,Barjas Trucking",NA,NA
8410 North Mega DC,NA,CAO 6789,NA,2021-01-04T15:30:06Z,NA,NA,"DHL,DHL,Barjas Trucking",NA,NA
SANFORD MARKETING - DEL MONTE,NA,CAL 9642,NA,2021-01-04T15:31:54Z,NA,NA,"DHL,Express 23 Trucking",NA,NA
SANFORD MARKETING - DEL MONTE,NA,CAL 9642,NA,2021-01-04T15:33:53Z,NA,NA,"DHL,Express 23 Trucking",NA,NA
PH Batino Grocery - Source,NA,AWA7545,NA,2021-01-04T15:34:42Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Batino Grocery - Destination,NA,AWA7545,NA,2021-01-04T15:34:42Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8420 South Mega DC,NA,RLG 593,NA,2021-01-04T15:34:47Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8110 BCFG Cavite,NA,WQW260,NA,2021-01-04T15:35:53Z,NA,NA,"DHL,Gods Favor",NA,NA
8420 South Mega DC,NA,CAJ7349,NA,2021-01-04T15:36:12Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8420 South Mega DC,NA,CAJ7349,NA,2021-01-04T15:36:20Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
PUREGOLD PRICE CLUB - ALIW MEYC'N J,NA,NA,NA,2021-01-04T15:36:21Z,NA,NA,"DHL,RG Pena Trucking Services",NA,NA
8420 South Mega DC,NA,AUA7959,NA,2021-01-04T15:37:26Z,NA,NA,DHL,NA,NA
8110 BCFG Cavite,NA,ACK1764,NA,2021-01-04T15:37:39Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8060 BCFG Tarlac,NA,CAC7865,NA,2021-01-04T15:38:03Z,NA,NA,"DHL,Van Van Trucking and Construction Supply",NA,NA
8420 South Mega DC,8420 South Mega DC,CO4131,CO4131,2021-01-04T15:38:24Z,2021-01-02T05:38:00Z,7300239932,"DHL,DHL,Protege Logistics",2d 10H 0M 24S,208824s (~2.42 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,ABJ9881,ABJ9881,2021-01-04T15:38:37Z,2020-12-23T09:00:00Z,7300242079,DHL,12d 6H 38M 37S,1060717s (~1.75 weeks)
PUREGOLD PRICE CLUB - ALIW MEYC'N J,NA,NA,NA,2021-01-04T15:39:20Z,NA,NA,"DHL,RG Pena Trucking Services",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,CXR 899,CXR 899,2021-01-04T15:39:45Z,2020-12-30T02:00:00Z,7300241986,"DHL,Boyemma Trading",5d 13H 39M 45S,481185s (~5.57 days)
8160 BCFG Binan,NA,NCK6816,NA,2021-01-04T15:40:00Z,NA,NA,"DHL,Gods Favor",NA,NA
"MATRIX MASTER MKTG., INC.-SAN PABLO","MATRIX MASTER MKTG., INC.-SAN PABLO",AAQ 9801,AAQ 9801,2021-01-04T15:44:32Z,2020-12-18T09:00:00Z,7300239947,"DHL,Boyemma Trading",17d 6H 44M 32S,1493072s (~2.47 weeks)
PUREGOLD PRICE CLUB - BETTERLIVING,NA,UVV389,NA,2021-01-04T15:44:52Z,NA,NA,"DHL,RGE Transport",NA,NA
8420 South Mega DC,NA,CAJ7349,NA,2021-01-04T15:45:43Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
"MATRIX MASTER MKTG., INC. - LOWER L",NA,AAQ 9801,NA,2021-01-04T15:46:17Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8160 BCFG Binan,NA,NLQ 761,NA,2021-01-04T15:46:53Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
8050 BCFG Pampanga,NA,WAQ257,NA,2021-01-04T15:48:03Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8410 North Mega DC,NA,WAQ257,NA,2021-01-04T15:48:03Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
"MATRIX MASTER MKTG., INC.-SAN PABLO","MATRIX MASTER MKTG., INC.-SAN PABLO",AAQ 9801,AAQ 9801,2021-01-04T15:49:43Z,2020-12-18T09:00:00Z,7300239947,"DHL,Boyemma Trading",17d 6H 49M 43S,1493383s (~2.47 weeks)
8050 BCFG Pampanga,NA,AWA 317,NA,2021-01-04T15:50:06Z,NA,NA,"DHL,Axle Freight Services",NA,NA
8410 North Mega DC,NA,AWA 317,NA,2021-01-04T15:50:06Z,NA,NA,"DHL,Axle Freight Services",NA,NA
PHILIPPINE SEVEN - PASIG,NA,CCO5374,NA,2021-01-04T15:50:53Z,NA,NA,"DHL,Gods Favor",NA,NA
"MATRIX MASTER MKTG., INC. - LOWER L",NA,AAQ 9801,NA,2021-01-04T15:50:56Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8050 BCFG Pampanga,NA,MGE725,NA,2021-01-04T15:51:58Z,NA,NA,"DHL,ACP Trucking",NA,NA
8410 North Mega DC,NA,MGE725,NA,2021-01-04T15:51:58Z,NA,NA,"DHL,ACP Trucking",NA,NA
NA,NA,RLG 593,NA,2021-01-04T15:53:40Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8420 South Mega DC,NA,RLG 593,NA,2021-01-04T15:53:40Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
8060 BCFG Tarlac,NA,BVW 308,NA,2021-01-04T15:56:26Z,NA,NA,"DHL,Kimberlin Trucking",NA,NA
8060 BCFG Tarlac,NA,CAJ 6891,NA,2021-01-04T15:58:01Z,NA,NA,"DHL,Van Van Trucking and Construction Supply",NA,NA
8174 BCFG DC Pinagbuhatan,8174 BCFG DC Pinagbuhatan,NAV7314,NAV7314,2021-01-04T15:58:19Z,2021-01-04T15:56:35Z,7300242687,"DHL,Molave Trading",1M 44S,104s (~1.73 minutes)
8410 North Mega DC,NA,NA,NA,2021-01-04T15:58:46Z,NA,NA,"DHL,Fastrans Forwarding Services Inc.",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCO5374,CCO5374,2021-01-04T15:59:15Z,2020-12-29T23:01:00Z,7300241702,"DHL,Gods Favor",5d 16H 58M 15S,493095s (~5.71 days)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,CCO5374,CCO5374,2021-01-04T15:59:15Z,2021-01-04T12:55:36Z,7300243725,"DHL,Gods Favor",3H 3M 39S,11019s (~3.06 hours)
8050 BCFG Pampanga,NA,AWA 317,NA,2021-01-04T15:59:17Z,NA,NA,"DHL,Axle Freight Services",NA,NA
8410 North Mega DC,NA,AWA 317,NA,2021-01-04T15:59:17Z,NA,NA,"DHL,Axle Freight Services",NA,NA
8020 BCFG MCD,NA,NDJ7292,NA,2021-01-04T15:59:45Z,NA,NA,"DHL,Len-Mar Trucking Services",NA,NA
SANFORD MARKETING - MONUMENTO DEPOT,NA,NA,NA,2021-01-04T16:01:48Z,NA,NA,"DHL,RG Pena Trucking Services",NA,NA
SUPER SM - VALENZUELA,NA,NA,NA,2021-01-04T16:01:48Z,NA,NA,"DHL,RG Pena Trucking Services",NA,NA
